År;Mått;Region;Kön;Ålder;Antibiotika;J01CA04 Amoxicillin;J01CA08 Pivmecillinam;J01CE02 Fenoximetylpenicillin;J01CR02 Amoxicillin och betalaktamashämmare;J01DB Cefalosporiner, första generationen;J01DC Cefalosporiner, andra generationen;J01DD Cefalosporiner, tredje generationen;J01EA01 Trimetoprim;J01FA Makrolider;J01MA02 Ciprofloxacin;J01MA06 Norfloxacin;J01XE01 Nitrofurantoin
2017;Recept/1000 invånare;Örebro län;Kvinnor;85+;549,36;20,45;110,62;38,30;10,04;3,90;0,00;0,19;50,75;5,21;42,57;0,00;76,41
2017;Recept/1000 invånare;Örebro län;Kvinnor;0­85+;347,99;17,23;56,21;84,41;9,09;3,51;0,00;0,17;8,93;8,43;18,76;0,10;41,72
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;0­4;296,73;24,67;0,00;180,21;8,18;1,34;0,00;0,67;14,88;11,93;0,54;0,00;10,46
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;5­9;247,12;9,66;15,88;130,91;3,18;4,10;0,00;0,66;12,57;5,69;1,06;0,00;12,97
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;10­14;142,25;5,18;11,73;62,33;4,50;2,59;0,00;0,95;1,23;7,91;1,23;0,00;5,32
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;15­19;318,24;6,39;49,78;89,97;2,61;5,37;0,00;0,15;1,45;7,98;7,26;0,29;34,54
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;20­24;311,54;6,25;59,63;83,39;5,88;7,13;0,00;0,00;1,88;11,63;9,50;0,00;37,63
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;25­29;332,79;6,34;66,32;92,38;5,40;7,86;0,00;0,00;2,47;8,92;14,91;0,00;35,92
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;30­34;322,69;7,59;58,65;95,69;6,15;6,55;0,00;0,39;6,41;6,02;8,51;0,00;37,31
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;35­39;303,28;6,87;57,96;87,88;3,10;6,47;0,00;0,13;2,16;6,07;10,24;0,13;37,34
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;40­44;282,74;8,43;47,33;77,56;5,58;5,58;0,00;0,00;2,23;7,31;11,40;0,00;33,45
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;45­49;305,72;8,23;54,33;70,32;4,87;5,44;0,00;0,12;3,94;7,76;16,80;0,00;40,08
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;50­54;339,46;10,74;53,83;87,16;6,31;5,09;0,00;0,00;6,65;5,32;17,50;0,22;45,41
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;55­59;362,22;14,17;65,22;92,79;6,00;3,70;0,00;0,00;4,34;6,51;21,70;0,13;45,05
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;60­64;386,09;16,23;67,83;91,90;6,25;4,12;0,00;0,13;4,79;6,38;22,08;0,27;45,35
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;65­69;386,24;21,90;75,64;78,40;5,15;5,63;0,00;0,12;7,18;8,02;26,09;0,12;55,06
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;70­74;432,30;20,91;90,89;81,29;5,66;9,35;0,00;0,12;13,90;5,41;26,81;0,12;64,81
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;75­79;535,47;22,18;125,33;66,19;8,80;4,40;0,00;0,00;12,50;6,51;45,06;0,00;101,04
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;80­84;585,85;26,91;147,02;69,77;5,73;7,48;0,00;0,00;27,16;4,73;50,34;0,00;94,44
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;85+;762,21;22,63;193,33;67,29;4,57;13,30;0,00;0,00;48,63;2,78;56,37;0,20;154,23
2017;Recept/1000 invånare;Västmanlands län;Kvinnor;0­85+;353,53;12,94;63,66;90,12;5,42;5,72;0,00;0,20;8,31;7,20;17,46;0,08;45,52
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;0­4;218,22;22,14;0,00;125,38;12,40;2,67;0,00;0,40;9,34;6,40;0,13;0,00;9,87
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;5­9;185,40;10,48;9,22;104,95;7,20;2,90;0,00;1,52;4,55;4,80;0,38;0,00;10,10
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;10­14;125,52;4,54;11,42;54,52;2,73;4,93;0,00;0,00;1,56;3,25;1,17;0,00;5,71
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;15­19;300,53;6,33;52,22;79,25;3,38;8,45;0,00;0,00;3,80;9,29;9,15;0,00;40,26
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;20­24;290,62;6,55;61,92;67,67;5,22;6,02;0,00;0,27;2,41;10,03;8,96;0,00;36,65
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;25­29;284,95;8,25;51,54;70,91;8,85;12,79;0,00;0,00;3,35;7,53;11,00;0,00;36,11
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;30­34;288,69;10,54;50,82;84,34;5,54;8,38;0,00;0,14;2,97;7,03;10,14;0,00;32,71
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;35­39;250,81;11,38;39,43;69,51;6,37;6,64;0,00;0,00;4,34;11,11;7,72;0,00;26,96
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;40­44;243,43;10,22;39,26;59,20;3,12;4,36;0,00;0,00;1,50;9,35;10,35;0,00;29,91
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;45­49;240,30;8,30;37,53;54,02;4,78;2,84;0,00;0,00;3,53;6,37;12,51;0,00;30,93
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;50­54;269,27;12,35;40,48;57,66;4,83;3,33;0,00;0,00;5,80;6,33;16,32;0,11;36,50
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;55­59;301,25;17,04;51,22;60,93;4,74;3,16;0,00;0,11;6,32;12,41;19,41;0,00;38,81
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;60­64;338,94;17,79;57,09;70,52;7,97;6,66;0,00;0,00;6,55;8,95;20,52;0,44;44,54
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;65­69;337,06;19,39;62,08;55,82;5,54;6,36;0,00;0,00;9,85;8,00;22,57;0,00;49,15
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;70­74;419,96;24,30;86,08;57,75;9,04;5,23;0,00;0,11;13,29;6,10;32,15;0,11;67,45
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;75­79;476,62;26,18;126,10;46,29;7,34;9,58;0,00;0,00;16,76;7,18;32,24;0,16;83,48
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;80­84;533,36;27,07;125,89;53,08;9,23;13,64;0,00;0,21;23,29;5,87;34,41;0,63;97,99
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;85+;706,94;28,47;164,24;53,47;9,90;16,32;0,00;0,00;52,26;3,65;45,49;0,00;144,27
2017;Recept/1000 invånare;Dalarnas län;Kvinnor;0­85+;311,54;14,65;55,60;68,14;6,45;6,49;0,00;0,15;8,48;7,53;15,76;0,07;42,81
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;0­4;244,67;22,13;0,13;138,97;9,79;3,09;0,00;1,07;12,74;7,51;0,67;0,00;11,54
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;5­9;199,71;11,85;14,22;103,21;6,06;3,69;0,00;0,79;9,48;4,87;0,92;0,00;10,40
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;10­14;129,46;3,53;12,28;56,69;4,18;2,09;0,00;0,00;1,83;4,44;2,22;0,00;6,14
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;15­19;292,31;7,87;49,87;84,82;1,80;3,59;0,00;0,41;2,35;11,74;12,71;0,00;28,46
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;20­24;293,95;8,11;63,01;74,36;4,12;5,86;0,00;0,00;1,75;12,48;12,98;0,12;36,56
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;25­29;308,29;5,57;71,18;77,45;4,30;10,22;0,00;0,00;2,32;8,13;12,77;0,00;36,46
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;30­34;304,49;9,42;64,28;81,34;5,87;8,73;0,00;0,14;2,59;6,69;11,74;0,00;38,21
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;35­39;274,13;7,13;48,25;70,91;5,17;6,15;0,00;0,00;2,66;10,63;12,87;0,00;31,61
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;40­44;244,56;8,87;44,44;57,45;4,02;4,61;0,00;0,47;3,31;7,33;12,53;0,00;28,61
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;45­49;248,96;7,78;48,24;54,59;4,49;2,30;0,00;0,00;1,97;7,24;14,58;0,33;29,38
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;50­54;294,11;10,32;52,14;57,41;2,84;3,37;0,00;0,00;5,79;6,32;20,65;0,32;37,19
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;55­59;305,69;15,37;58,84;61,37;5,39;4,82;0,00;0,23;3,79;9,29;20,30;0,11;39,11
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;60­64;314,28;15,84;56,28;63,03;7,53;3,43;0,00;0,11;3,88;7,53;20,16;0,22;42,43
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;65­69;356,90;23,43;76,83;61,95;4,16;6,14;0,00;0,00;6,04;5,31;25,30;0,31;46,12
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;70­74;439,33;25,34;92,57;60,35;9,13;7,95;0,00;0,11;6,55;5,15;33,29;0,21;72,59
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;75­79;500,70;25,69;128,43;60,77;9,40;7,05;0,00;0,00;11,90;4,23;40,72;0,16;77,37
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;80­84;577,63;30,63;150,65;54,34;6,50;9,02;0,00;0,00;19,09;3,57;48,68;0,00;98,41
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;85+;636,30;26,11;166,82;52,41;8,45;17,10;0,00;0,00;29,87;6,39;43,96;0,00;120,98
2017;Recept/1000 invånare;Gävleborgs län;Kvinnor;0­85+;319,55;14,18;62,69;70,44;5,61;5,76;0,00;0,18;6,26;7,23;18,31;0,11;41,37
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;0­4;284,22;23,18;0,16;175,77;13,97;1,59;0,00;0,32;13,66;13,81;0,32;0,00;7,46
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;5­9;220,85;8,82;12,65;115,28;11,17;3,68;0,00;0,59;12,94;6,18;1,18;0,00;10,73
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;10­14;144,22;4,42;9,71;70,93;2,80;2,65;0,00;0,15;2,35;6,62;0,59;0,00;5,59
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;15­19;328,43;6,63;45,74;101,50;4,53;4,04;0,00;0,00;2,26;10,51;9,70;0,16;32,81
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;20­24;339,76;6,94;60,33;88,41;3,86;11,88;0,00;0,00;6,48;14,35;9,26;0,15;33,17
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;25­29;321,77;8,21;59,31;96,40;5,66;17,98;0,00;0,00;2,41;7,08;8,49;0,00;29,30
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;30­34;317,25;5,31;51,96;97,33;3,54;11,10;0,00;0,32;4,83;8,53;12,55;0,00;30,73
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;35­39;289,39;10,36;44,35;83,82;4,57;12,34;0,00;0,00;3,35;9,30;10,52;0,00;30,63
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;40­44;258,28;5,81;38,40;68,42;5,27;5,68;0,00;0,81;5,54;8,92;12,85;0,00;25,83
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;45­49;254,47;9,77;35,66;61,43;4,19;4,06;0,00;0,00;3,17;7,36;12,18;0,13;29,57
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;50­54;300,20;12,13;48,53;66,72;7,55;4,95;0,00;0,00;5,20;6,93;18,69;0,00;34,91
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;55­59;310,22;12,49;49,55;71,61;4,78;2,92;0,00;0,00;7,31;6,78;21,79;0,27;34,14
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;60­64;365,69;24,43;63,34;71,48;5,82;5,82;0,00;0,00;10,99;7,37;21,07;0,39;40,46
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;65­69;348,96;21,65;65,07;60,49;6,56;2,47;0,00;0,37;8,29;6,80;24,62;0,25;45,15
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;70­74;424,28;26,87;94,80;66,05;7,28;4,02;0,00;0,13;10,05;5,90;34,03;0,13;59,52
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;75­79;508,38;29,33;130,06;66,69;5,59;5,24;0,00;0,00;18,68;5,24;34,92;0,00;78,74
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;80­84;595,19;26,40;160,94;66,81;4,67;5,37;0,00;0,23;21,49;3,04;41,81;0,47;104,41
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;85+;729,87;24,36;207,20;65,68;7,20;6,36;0,00;0,00;56,36;5,51;43,01;0,00;126,06
2017;Recept/1000 invånare;Västernorrlands län;Kvinnor;0­85+;338,75;14,51;60,54;82,30;6,07;6,14;0,00;0,16;9,65;7,84;16,93;0,11;39,27
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;0­4;177,86;16,41;0,00;86,84;8,65;1,49;0,00;0,60;10,15;6,27;0,30;0,00;12,83
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;5­9;152,50;6,97;11,15;81,68;6,69;2,23;0,00;0,84;4,74;5,85;0,28;0,00;7,25
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;10­14;92,18;4,85;7,42;47,37;1,14;2,28;0,00;0,57;1,14;5,42;0,29;0,00;4,85
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;15­19;251,61;3,53;49,16;76,80;1,93;4,50;0,00;0,00;2,25;2,89;10,28;0,00;25,71
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;20­24;264,71;4,84;53,48;67,72;1,61;4,84;0,00;0,00;2,15;10,48;8,87;0,00;31,44
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;25­29;274,25;4,50;58,75;74,00;6,50;14,00;0,00;0,00;2,50;10,00;7,25;0,25;31,50
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;30­34;268,37;8,04;52,53;72,90;4,59;12,34;0,00;0,00;3,73;8,04;6,31;0,00;29,56
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;35­39;242,40;4,47;48,00;73,94;3,28;7,75;0,00;0,00;3,88;8,65;9,84;0,00;23,85
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;40­44;226,08;5,83;41,08;59,37;3,45;7,95;0,00;0,00;5,04;3,98;9,81;0,00;29,15
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;45­49;220,55;4,86;39,36;51,11;3,32;2,04;0,00;0,00;3,07;5,88;14,06;0,00;28,11
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;50­54;267,34;6,37;45,30;64,42;3,07;5,66;0,00;0,00;6,13;3,78;12,51;0,00;40,35
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;55­59;280,20;10,09;59,02;64,82;3,78;6,05;0,00;0,00;6,05;5,80;16,39;0,00;41,61
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;60­64;327,10;14,82;63,43;72,17;4,13;6,56;0,00;0,00;8,02;5,10;25,52;0,24;39,13
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;65­69;365,97;21,42;77,90;69,66;3,53;8,24;0,00;0,24;8,47;8,00;20,24;0,47;51,78
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;70­74;486,65;18,56;106,53;78,06;1,78;8,64;0,00;0,00;14,75;2,80;32,04;0,51;93,31
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;75­79;541,64;23,37;133,67;67,20;4,38;12,05;0,00;0,00;32,51;6,21;36,89;0,37;93,13
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;80­84;644,23;18,27;183,17;67,79;3,85;25,00;0,00;0,00;40,38;3,37;39,42;0,00;147,12
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;85+;821,55;24,21;222,18;81,22;4,30;25,38;0,39;0,39;51,54;1,17;48,03;0,00;168,29
2017;Recept/1000 invånare;Jämtlands län;Kvinnor;0­85+;310,64;10,74;63,74;69,51;3,86;8,01;0,02;0,14;9,72;5,90;15,47;0,11;45,35
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;0­4;216,06;17,07;0,42;131,68;5,60;1,40;0,00;1,12;12,03;10,78;0,14;0,00;6,02
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;5­9;190,84;8,37;4,05;100,35;7,83;2,03;0,00;0,68;12,97;5,54;0,41;0,00;12,83
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;10­14;113,86;3,91;6,80;44,56;3,91;3,62;0,00;0,00;1,74;3,91;1,16;0,00;7,09
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;15­19;250,26;4,48;35,07;69,24;3,73;3,88;0,00;0,00;1,49;8,80;8,51;0,00;28,80
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;20­24;239,10;4,01;39,37;53,25;4,01;7,09;0,00;0,21;1,54;9,35;10,38;0,00;29,50
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;25­29;271,57;4,96;46,56;61,77;4,12;12,46;0,00;1,06;2,22;7,07;10,24;0,00;34,00
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;30­34;246,93;5,43;35,18;70,88;5,30;12,16;0,00;1,03;1,94;5,30;6,98;0,00;33,76
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;35­39;235,40;7,00;33,69;59,58;3,83;7,13;0,00;0,00;1,72;8,32;8,98;0,13;28,67
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;40­44;248,18;10,93;29,02;53,88;4,16;7,16;0,00;0,39;2,73;11,97;13,66;0,00;24,99
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;45­49;219,99;11,47;31,77;41,86;2,40;3,40;0,00;0,63;2,52;8,19;11,35;0,00;31,14
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;50­54;261,98;10,80;36,24;44,80;5,09;6,33;0,00;0,12;4,10;5,09;18,49;0,12;37,97
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;55­59;291,98;13,90;42,98;55,21;5,40;6,56;0,00;0,00;5,40;6,43;21,75;0,00;36,67
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;60­64;347,38;21,88;54,27;62,15;5,63;6,75;0,00;0,00;9,13;14,63;22,38;0,25;43,89
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;65­69;332,37;22,84;61,20;52,74;4,04;5,43;0,00;0,13;8,83;7,44;26,62;0,50;49,97
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;70­74;409,50;35,44;77,30;54,59;4,79;8,35;0,00;0,41;11,90;12,86;33,25;0,41;61,43
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;75­79;458,68;29,27;113,93;44,73;4,05;9,57;0,00;0,00;18,41;6,63;36,08;0,00;82,83
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;80­84;492,26;24,29;131,22;42,87;4,76;8,57;0,00;0,00;20,00;14,29;36,91;0,24;85,50
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;85+;626,61;31,52;173,56;62,38;4,16;12,04;0,00;1,53;32,61;7,88;44,21;0,00;116,22
2017;Recept/1000 invånare;Västerbottens län;Kvinnor;0­85+;287,89;13,78;47,24;61,70;4,60;6,81;0,00;0,40;7,20;8,48;15,87;0,09;38,26
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;0­4;231,32;15,33;0,16;134,58;7,83;2,45;0,00;0,16;12,40;8,81;0,16;0,00;14,85
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;5­9;238,13;9,56;11,18;126,19;6,64;3,24;0,00;1,78;7,78;7,78;0,49;0,00;11,99
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;10­14;135,84;2,87;8,13;70,15;2,55;2,55;0,00;0,00;0,32;8,13;1,28;0,00;6,06
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;15­19;335,49;6,30;54,14;107,79;4,69;4,52;0,00;0,00;1,45;9,53;9,05;0,00;20,20
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;20­24;300,39;3,20;58,38;81,18;9,87;7,09;0,00;0,00;3,34;7,09;10,43;0,14;26,55
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;25­29;325,07;6,39;64,88;84,07;10,79;8,26;0,00;0,53;4,53;9,46;10,79;0,00;30,11
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;30­34;316,23;7,70;54,84;95,57;13,31;10,10;0,00;1,28;2,08;8,50;9,30;0,16;28,54
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;35­39;281,50;7,62;44,92;85,78;9,08;5,68;0,00;0,00;2,27;7,13;11,03;0,00;23,35
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;40­44;275,23;6,54;47,61;70,72;10,02;4,59;0,00;0,00;3,90;5,01;10,86;0,00;26,31
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;45­49;269,27;8,52;47,57;60,80;9,54;4,71;0,00;0,00;5,60;5,34;12,72;0,00;27,73
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;50­54;311,05;11,20;56,36;60,57;7,83;5,42;0,00;0,24;5,42;8,31;16,14;0,24;33,24
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;55­59;327,98;12,86;64,90;64,28;11,74;3,71;0,00;0,62;9,27;5,93;21,02;0,00;31,52
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;60­64;372,05;17,38;76,37;61,68;15,30;6,49;0,00;0,00;10,53;7,22;20,32;0,61;35,12
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;65­69;388,79;17,86;79,82;55,22;13,95;5,20;0,00;0,00;9,58;7,92;26,61;0,24;39,97
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;70­74;488,40;25,05;113,76;61,43;15,82;7,12;0,00;0,00;20,43;7,25;32,69;0,00;60,11
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;75­79;563,70;27,89;148,02;53,14;16,01;10,56;0,00;0,00;20,96;10,73;33,99;0,17;68,98
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;80­84;643,31;30,18;183,08;49,57;13,88;13,44;0,00;0,00;29,96;8,81;47,81;0,22;93,41
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;85+;844,95;22,70;250,17;63,11;14,76;22,47;0,00;0,00;61,07;6,81;52,89;0,68;112,60
2017;Recept/1000 invånare;Norrbottens län;Kvinnor;0­85+;355,41;12,86;70,87;76,08;10,77;6,61;0,00;0,25;10,33;7,69;17,36;0,13;36,11
2016;Recept/1000 invånare;Riket;Kvinnor;0­4;347,83;41,93;0,26;195,64;11,21;17,74;0,00;13,19;10,85;11,11;0,81;0,00;11,12
2016;Recept/1000 invånare;Riket;Kvinnor;5­9;294,23;18,15;10,39;164,72;6,46;15,40;0,00;6,96;8,93;8,90;0,95;0,00;14,50
2016;Recept/1000 invånare;Riket;Kvinnor;10­14;171,52;6,49;9,99;85,48;3,53;6,45;0,03;2,34;1,79;6,93;1,36;0,00;7,33
2016;Recept/1000 invånare;Riket;Kvinnor;15­19;321,61;7,45;50,07;94,87;3,84;7,03;0,00;1,57;2,80;12,35;7,56;0,03;32,17
2016;Recept/1000 invånare;Riket;Kvinnor;20­24;329,01;7,30;61,00;86,61;4,34;9,09;0,03;1,04;2,77;12,78;11,52;0,08;40,59
2016;Recept/1000 invånare;Riket;Kvinnor;25­29;331,01;8,90;61,60;92,01;5,86;11,26;0,01;1,47;2,85;9,92;10,14;0,06;38,51
2016;Recept/1000 invånare;Riket;Kvinnor;30­34;339,07;10,81;57,67;105,86;7,17;12,25;0,01;1,24;3,12;9,63;9,82;0,04;36,39
2016;Recept/1000 invånare;Riket;Kvinnor;35­39;334,97;12,25;51,60;104,34;6,83;10,43;0,00;0,93;3,02;10,45;10,81;0,05;34,85
2016;Recept/1000 invånare;Riket;Kvinnor;40­44;308,52;11,75;47,05;87,71;6,01;7,56;0,02;0,70;3,26;9,47;11,87;0,09;33,62
2016;Recept/1000 invånare;Riket;Kvinnor;45­49;310,26;13,02;49,28;76,12;5,50;6,25;0,00;0,60;4,02;9,93;14,06;0,22;36,25
2016;Recept/1000 invånare;Riket;Kvinnor;50­54;347,21;15,59;55,92;82,17;6,34;6,37;0,00;0,79;5,20;9,61;17,85;0,26;41,61
2016;Recept/1000 invånare;Riket;Kvinnor;55­59;374,39;20,07;60,99;88,15;7,15;6,36;0,00;0,83;6,09;9,81;20,48;0,36;44,16
2016;Recept/1000 invånare;Riket;Kvinnor;60­64;415,08;24,72;67,30;91,06;7,94;6,39;0,00;0,97;8,65;11,17;23,36;0,54;50,95
2016;Recept/1000 invånare;Riket;Kvinnor;65­69;430,52;26,10;76,06;85,95;7,73;6,75;0,00;1,18;8,97;9,68;25,90;0,48;58,14
2016;Recept/1000 invånare;Riket;Kvinnor;70­74;517,55;32,00;102,65;86,26;8,76;8,57;0,01;1,36;13,72;10,28;33,61;0,46;74,14
2016;Recept/1000 invånare;Riket;Kvinnor;75­79;578,30;32,67;130,09;79,07;8,65;11,06;0,00;1,69;18,50;9,12;38,78;0,40;96,11
2016;Recept/1000 invånare;Riket;Kvinnor;80­84;609,24;31,91;148,11;69,39;7,17;13,52;0,00;1,94;25,67;7,28;39,88;0,43;107,30
2016;Recept/1000 invånare;Riket;Kvinnor;85+;696,94;27,15;164,64;67,32;6,62;17,25;0,00;2,27;47,92;6,14;42,16;0,15;126,76
2016;Recept/1000 invånare;Riket;Kvinnor;0­85+;372,57;18,24;60,60;98,38;6,66;9,67;0,01;2,25;8,13;9,88;16,01;0,19;44,30
2016;Recept/1000 invånare;Stockholms län;Kvinnor;0­4;421,93;66,54;0,08;233,02;14,83;19,15;0,00;16,41;11,05;11,82;0,86;0,00;11,89
2016;Recept/1000 invånare;Stockholms län;Kvinnor;5­9;353,14;28,01;8,94;202,41;8,93;17,82;0,00;8,73;9,56;10,48;1,12;0,00;15,94
2016;Recept/1000 invånare;Stockholms län;Kvinnor;10­14;202,02;9,44;10,47;103,45;5,54;7,26;0,11;2,75;2,03;7,20;1,48;0,02;7,63
2016;Recept/1000 invånare;Stockholms län;Kvinnor;15­19;341,28;9,16;49,28;105,75;4,63;6,72;0,00;1,62;2,59;16,91;6,75;0,05;26,49
2016;Recept/1000 invånare;Stockholms län;Kvinnor;20­24;351,68;8,51;66,00;94,98;5,79;6,60;0,04;0,77;2,85;16,55;11,36;0,12;37,77
2016;Recept/1000 invånare;Stockholms län;Kvinnor;25­29;344,87;9,46;67,00;98,79;9,20;6,77;0,00;1,01;2,67;10,44;9,60;0,08;37,01
2016;Recept/1000 invånare;Stockholms län;Kvinnor;30­34;360,92;11,56;65,52;113,04;11,92;7,66;0,02;1,29;3,51;10,49;9,64;0,05;35,66
2016;Recept/1000 invånare;Stockholms län;Kvinnor;35­39;374,77;15,18;59,75;123,18;11,25;8,43;0,00;0,87;3,34;11,78;10,83;0,05;34,33
