År;Mått;Region;Kön;Ålder;Antibiotika;J01CA04 Amoxicillin;J01CA08 Pivmecillinam;J01CE02 Fenoximetylpenicillin;J01CR02 Amoxicillin och betalaktamashämmare;J01DB Cefalosporiner, första generationen;J01DC Cefalosporiner, andra generationen;J01DD Cefalosporiner, tredje generationen;J01EA01 Trimetoprim;J01FA Makrolider;J01MA02 Ciprofloxacin;J01MA06 Norfloxacin;J01XE01 Nitrofurantoin
2017;Recept/1000 invånare;Västra Götalands län;Män;80­84;502,46;42,01;33,93;84,13;7,85;8,47;0,00;0,17;14,96;9,32;82,27;0,68;33,88
2017;Recept/1000 invånare;Västra Götalands län;Män;85+;525,11;36,66;41,51;80,59;7,54;11,48;0,00;0,39;20,66;8,52;78,43;0,13;44,13
2017;Recept/1000 invånare;Västra Götalands län;Män;0­85+;235,31;14,64;5,85;83,95;4,66;4,11;0,00;0,14;2,26;8,91;21,56;0,12;6,20
2017;Recept/1000 invånare;Värmlands län;Män;0­4;268,72;19,11;0,00;184,53;11,75;1,29;0,00;0,26;4,65;6,97;2,20;0,00;2,07
2017;Recept/1000 invånare;Värmlands län;Män;5­9;227,39;7,21;0,77;154,21;8,63;1,67;0,00;0,26;1,42;8,25;2,58;0,00;1,42
2017;Recept/1000 invånare;Värmlands län;Män;10­14;137,91;2,95;0,80;77,01;4,96;2,01;0,00;0,00;0,67;6,31;2,41;0,00;0,40
2017;Recept/1000 invånare;Värmlands län;Män;15­19;178,20;4,02;0,91;62,73;4,41;2,59;0,00;0,00;0,39;12,31;3,76;0,00;1,30
2017;Recept/1000 invånare;Värmlands län;Män;20­24;140,56;5,64;1,38;53,48;1,81;0,85;0,00;0,00;0,32;6,17;6,80;0,00;1,06
2017;Recept/1000 invånare;Värmlands län;Män;25­29;132,57;3,15;1,78;48,49;2,62;0,84;0,00;0,00;0,42;6,09;10,50;0,00;0,73
2017;Recept/1000 invånare;Värmlands län;Män;30­34;140,46;2,67;1,40;56,74;2,80;0,89;0,00;0,00;0,25;3,56;9,92;0,00;1,27
2017;Recept/1000 invånare;Värmlands län;Män;35­39;147,69;3,85;1,33;63,43;2,52;1,59;0,00;0,00;0,40;8,89;8,23;0,00;0,80
2017;Recept/1000 invånare;Värmlands län;Män;40­44;149,08;3,95;1,68;56,47;3,47;0,96;0,00;0,00;0,24;4,31;16,63;0,00;1,44
2017;Recept/1000 invånare;Värmlands län;Män;45­49;159,90;4,98;2,27;52,40;6,82;1,30;0,00;0,00;0,32;2,81;18,40;0,00;1,84
2017;Recept/1000 invånare;Värmlands län;Män;50­54;171,72;6,78;3,54;53,60;5,46;1,42;0,00;0,00;0,30;4,35;18,20;0,00;3,03
2017;Recept/1000 invånare;Värmlands län;Män;55­59;201,33;8,01;4,92;60,40;6,29;2,40;0,00;0,00;1,03;3,43;24,71;0,00;3,09
2017;Recept/1000 invånare;Värmlands län;Män;60­64;257,01;11,44;7,07;61,36;7,74;3,14;0,00;0,00;2,69;3,37;44,31;0,00;6,28
2017;Recept/1000 invånare;Värmlands län;Män;65­69;301,56;16,66;10,60;71,20;7,14;1,62;0,00;0,00;2,16;2,71;49,88;0,00;8,55
2017;Recept/1000 invånare;Värmlands län;Män;70­74;355,88;24,55;17,27;74,82;11,51;3,17;0,00;0,12;4,82;2,47;62,37;0,00;13,74
2017;Recept/1000 invånare;Värmlands län;Män;75­79;457,17;33,13;28,00;79,80;12,26;3,48;0,00;0,00;8,78;2,75;88,03;0,73;18,85
2017;Recept/1000 invånare;Värmlands län;Män;80­84;485,62;37,54;33,28;76,94;12,25;4,79;0,00;0,00;18,10;3,73;95,58;0,27;28,75
2017;Recept/1000 invånare;Värmlands län;Män;85+;675,24;40,16;60,56;80,95;17,26;10,67;0,00;0,00;21,02;6,59;99,78;0,00;58,99
2017;Recept/1000 invånare;Värmlands län;Män;0­85+;226,75;10,84;6,86;74,21;6,51;2,06;0,00;0,04;2,51;5,22;25,93;0,04;5,77
2017;Recept/1000 invånare;Örebro län;Män;0­4;304,67;37,00;0,11;183,84;20,25;1,92;0,00;0,23;7,35;9,28;0,91;0,00;1,81
2017;Recept/1000 invånare;Örebro län;Män;5­9;221,85;11,69;0,76;138,94;13,98;2,29;0,00;0,00;1,09;6,88;0,76;0,00;0,76
2017;Recept/1000 invånare;Örebro län;Män;10­14;128,59;6,43;0,85;66,36;3,76;1,46;0,00;0,00;0,85;5,34;1,46;0,00;0,24
2017;Recept/1000 invånare;Örebro län;Män;15­19;171,32;4,96;0,92;56,84;4,50;1,84;0,00;0,00;0,58;8,30;5,88;0,00;0,46
2017;Recept/1000 invånare;Örebro län;Män;20­24;140,83;4,41;1,63;47,74;2,68;1,34;0,00;0,00;0,48;6,90;7,86;0,10;0,86
2017;Recept/1000 invånare;Örebro län;Män;25­29;140,95;4,41;2,21;49,19;4,12;0,96;0,00;0,00;0,29;5,37;10,26;0,00;1,34
2017;Recept/1000 invånare;Örebro län;Män;30­34;143,53;4,35;1,90;53,46;4,69;1,23;0,00;0,00;0,11;4,80;11,83;0,00;1,23
2017;Recept/1000 invånare;Örebro län;Män;35­39;150,08;8,01;1,86;54,48;3,83;0,70;0,00;0,00;0,35;6,04;15,80;0,00;1,86
2017;Recept/1000 invånare;Örebro län;Män;40­44;161,30;7,45;2,85;57,09;6,25;1,10;0,00;0,00;0,66;3,29;12,05;0,00;1,75
2017;Recept/1000 invånare;Örebro län;Män;45­49;173,65;8,00;2,87;49,77;8,00;1,23;0,00;0,00;0,31;3,18;23,91;0,10;1,95
2017;Recept/1000 invånare;Örebro län;Män;50­54;200,80;13,28;5,72;46,16;7,25;1,02;0,00;0,00;1,43;5,11;27,27;0,10;4,09
2017;Recept/1000 invånare;Örebro län;Män;55­59;228,90;14,05;6,14;56,19;8,85;1,42;0,00;0,12;2,12;5,90;32,94;0,12;4,84
2017;Recept/1000 invånare;Örebro län;Män;60­64;271,35;16,60;10,91;61,43;9,61;2,37;0,00;0,00;3,20;4,86;43,52;0,12;7,47
2017;Recept/1000 invånare;Örebro län;Män;65­69;307,45;21,72;12,83;55,59;13,73;2,25;0,00;0,11;4,95;4,50;51,09;0,23;10,24
2017;Recept/1000 invånare;Örebro län;Män;70­74;388,93;31,12;17,37;67,72;12,47;0,93;0,00;0,00;12,70;3,61;73,31;0,12;16,67
2017;Recept/1000 invånare;Örebro län;Män;75­79;459,27;37,11;26,16;66,80;13,73;1,11;0,00;0,00;8,16;7,24;90,74;0,00;19,67
2017;Recept/1000 invånare;Örebro län;Män;80­84;550,72;47,50;49,34;67,73;11,65;1,53;0,00;0,00;8,58;6,44;107,26;0,00;35,24
2017;Recept/1000 invånare;Örebro län;Män;85+;601,75;46,04;43,11;63,21;20,46;2,56;0,00;0,00;12,42;9,50;113,63;0,00;27,04
2017;Recept/1000 invånare;Örebro län;Män;0­85+;231,00;14,93;6,99;68,88;8,68;1,47;0,00;0,03;2,88;5,71;27,06;0,05;5,33
2017;Recept/1000 invånare;Västmanlands län;Män;0­4;306,38;34,88;0,00;194,43;8,82;2,01;0,00;0,63;5,29;14,36;0,38;0,00;3,15
2017;Recept/1000 invånare;Västmanlands län;Män;5­9;205,61;12,04;0,62;129,17;3,47;1,86;0,00;1,36;0,50;13,53;0,62;0,00;1,24
2017;Recept/1000 invånare;Västmanlands län;Män;10­14;126,47;4,13;0,77;65,04;4,13;2,06;0,00;0,13;0,26;4,52;1,42;0,00;0,77
2017;Recept/1000 invånare;Västmanlands län;Män;15­19;168,31;3,25;0,78;56,45;1,30;1,17;0,00;0,26;0,39;5,07;5,72;0,00;0,52
2017;Recept/1000 invånare;Västmanlands län;Män;20­24;158,77;4,17;1,62;53,08;1,85;0,70;0,00;0,00;0,12;8,23;8,58;0,12;0,58
2017;Recept/1000 invånare;Västmanlands län;Män;25­29;151,73;3,48;1,30;50,07;1,19;0,76;0,00;0,87;0,65;6,19;13,69;0,00;1,30
2017;Recept/1000 invånare;Västmanlands län;Män;30­34;164,03;5,57;2,48;64,37;1,86;1,11;0,00;0,00;0,37;5,69;14,61;0,00;4,21
2017;Recept/1000 invånare;Västmanlands län;Män;35­39;160,51;6,03;2,36;69,44;1,97;1,05;0,00;0,00;0,26;4,98;14,94;0,00;1,70
2017;Recept/1000 invånare;Västmanlands län;Män;40­44;165,13;5,87;2,64;61,23;3,48;0,72;0,00;0,00;0,36;5,87;16,66;0,00;2,16
2017;Recept/1000 invånare;Västmanlands län;Män;45­49;175,93;5,27;1,98;57,11;7,25;1,76;0,00;0,00;0,00;4,72;21,74;0,00;1,10
2017;Recept/1000 invånare;Västmanlands län;Män;50­54;208,12;11,91;4,01;61,78;3,58;0,84;0,00;0,11;0,32;5,38;32,58;0,00;2,64
2017;Recept/1000 invånare;Västmanlands län;Män;55­59;226,55;11,32;5,60;69,05;4,23;1,00;0,00;0,00;0,75;5,23;32,35;0,12;2,74
2017;Recept/1000 invånare;Västmanlands län;Män;60­64;275,84;14,80;5,42;72,69;8,33;3,97;0,00;0,13;1,32;4,63;48,11;0,00;4,76
2017;Recept/1000 invånare;Västmanlands län;Män;65­69;312,29;17,56;9,82;66,93;6,88;2,82;0,00;0,12;0,98;3,93;68,28;0,12;8,11
2017;Recept/1000 invånare;Västmanlands län;Män;70­74;403,59;28,51;13,73;74,04;10,43;7,79;0,00;1,58;3,17;7,92;90,93;0,13;15,18
2017;Recept/1000 invånare;Västmanlands län;Män;75­79;473,33;35,25;29,59;71,07;10,56;7,92;0,00;0,38;5,84;6,22;110,08;0,38;19,04
2017;Recept/1000 invånare;Västmanlands län;Män;80­84;554,66;49,21;30,21;71,32;10,59;6,23;0,00;0,31;6,85;4,67;123,95;0,00;36,75
2017;Recept/1000 invånare;Västmanlands län;Män;85+;630,36;53,01;52,29;66,81;11,62;6,90;0,00;1,09;10,17;0,73;156,14;0,00;42,85
2017;Recept/1000 invånare;Västmanlands län;Män;0­85+;239,17;13,78;6,15;75,16;5,06;2,36;0,00;0,36;1,47;6,48;32,87;0,04;5,49
2017;Recept/1000 invånare;Dalarnas län;Män;0­4;225,37;23,24;0,12;143,78;11,50;1,11;0,00;0,12;3,09;7,05;0,99;0,00;0,99
2017;Recept/1000 invånare;Dalarnas län;Män;5­9;168,49;7,78;0,24;106,73;8,14;2,07;0,00;0,12;1,58;6,81;0,24;0,00;0,61
2017;Recept/1000 invånare;Dalarnas län;Män;10­14;98,64;4,39;0,38;51,46;2,01;0,88;0,00;0,00;1,88;4,02;1,88;0,00;0,88
2017;Recept/1000 invånare;Dalarnas län;Män;15­19;152,29;4,13;0,75;48,76;2,00;2,50;0,00;0,88;0,00;4,88;3,00;0,00;0,63
2017;Recept/1000 invånare;Dalarnas län;Män;20­24;116,40;3,80;0,56;38,13;2,01;1,23;0,00;0,00;0,34;6,15;5,37;0,00;1,23
2017;Recept/1000 invånare;Dalarnas län;Män;25­29;113,47;5,76;0,96;35,01;3,63;0,75;0,00;0,00;0,11;3,74;9,61;0,00;1,71
2017;Recept/1000 invånare;Dalarnas län;Män;30­34;130,56;6,32;1,46;46,68;4,25;1,22;0,00;0,00;0,00;6,69;9,85;0,00;1,46
2017;Recept/1000 invånare;Dalarnas län;Män;35­39;136,15;5,95;1,32;49,04;2,78;0,93;0,00;0,00;0,40;4,49;12,82;0,00;1,19
2017;Recept/1000 invånare;Dalarnas län;Män;40­44;136,30;7,61;1,19;43,85;5,59;1,07;0,00;0,00;0,59;4,16;14,02;0,00;1,54
2017;Recept/1000 invånare;Dalarnas län;Män;45­49;147,95;6,85;2,10;38,86;6,51;1,21;0,00;0,00;0,55;3,86;17,67;0,00;1,77
2017;Recept/1000 invånare;Dalarnas län;Män;50­54;174,11;9,66;4,26;40,91;6,13;1,35;0,00;0,10;0,62;2,91;22,01;0,00;2,28
2017;Recept/1000 invånare;Dalarnas län;Män;55­59;184,75;10,49;3,61;44,33;5,19;1,58;0,00;0,00;1,02;5,30;27,97;0,11;2,93
2017;Recept/1000 invånare;Dalarnas län;Män;60­64;235,83;13,05;6,79;49,88;7,54;3,93;0,00;0,21;1,59;7,11;33,96;0,00;8,92
2017;Recept/1000 invånare;Dalarnas län;Män;65­69;287,42;20,54;11,41;50,91;7,84;2,98;0,00;0,00;3,67;6,25;55,88;0,20;12,11
2017;Recept/1000 invånare;Dalarnas län;Män;70­74;333,08;26,90;13,50;51,86;8,86;2,92;0,00;0,00;6,16;5,08;61,37;0,76;13,72
2017;Recept/1000 invånare;Dalarnas län;Män;75­79;473,37;40,50;24,67;53,26;26,37;5,27;0,00;0,00;10,72;5,62;91,37;0,34;27,91
2017;Recept/1000 invånare;Dalarnas län;Män;80­84;520,57;44,64;37,64;58,89;15,33;12,64;0,00;0,27;13,98;8,34;105,67;0,00;30,38
2017;Recept/1000 invånare;Dalarnas län;Män;85+;657,79;52,92;51,96;74,73;16,04;17,32;0,00;1,60;31,75;6,09;143,36;0,00;43,62
2017;Recept/1000 invånare;Dalarnas län;Män;0­85+;209,93;13,66;6,26;55,63;6,99;2,51;0,00;0,13;2,84;5,34;27,33;0,08;6,23
2017;Recept/1000 invånare;Gävleborgs län;Män;0­4;263,56;28,66;0,00;166,92;14,14;1,41;0,00;0,39;3,34;10,79;0,00;0,00;1,67
2017;Recept/1000 invånare;Gävleborgs län;Män;5­9;147,80;10,02;0,25;93,31;5,64;2,13;0,00;0,00;0,75;7,77;0,50;0,00;0,50
2017;Recept/1000 invånare;Gävleborgs län;Män;10­14;106,44;4,18;1,11;53,16;3,69;1,85;0,00;0,00;0,12;6,28;2,34;0,00;0,37
2017;Recept/1000 invånare;Gävleborgs län;Män;15­19;154,73;2,22;1,48;56,19;2,22;1,48;0,00;0,00;0,25;5,43;5,06;0,00;0,49
2017;Recept/1000 invånare;Gävleborgs län;Män;20­24;124,57;2,09;0,88;43,32;1,87;0,99;0,00;0,00;0,11;6,49;6,82;0,00;0,66
2017;Recept/1000 invånare;Gävleborgs län;Män;25­29;123,17;3,76;4,28;39,77;2,30;1,25;0,00;0,10;1,46;4,59;10,23;0,00;1,46
2017;Recept/1000 invånare;Gävleborgs län;Män;30­34;122,69;5,70;1,39;44,19;2,28;1,77;0,00;0,00;0,25;5,57;9,75;0,13;0,63
2017;Recept/1000 invånare;Gävleborgs län;Män;35­39;135,02;6,38;1,73;49,83;2,26;3,32;0,00;0,00;0,66;6,11;11,03;0,00;1,06
2017;Recept/1000 invånare;Gävleborgs län;Män;40­44;123,52;4,88;2,09;39,62;3,49;0,81;0,00;0,00;0,46;4,18;13,83;0,12;1,05
2017;Recept/1000 invånare;Gävleborgs län;Män;45­49;143,89;6,48;4,36;37,41;3,40;1,81;0,00;0,00;0,85;3,51;17,75;0,00;1,81
2017;Recept/1000 invånare;Gävleborgs län;Män;50­54;177,41;8,37;5,75;41,75;4,34;2,22;0,00;0,20;0,81;3,43;25,52;0,20;3,23
2017;Recept/1000 invånare;Gävleborgs län;Män;55­59;208,28;10,97;3,47;43,09;7,50;2,57;0,00;0,00;2,01;5,48;26,64;0,67;3,69
2017;Recept/1000 invånare;Gävleborgs län;Män;60­64;247,44;13,12;8,05;52,57;6,83;2,76;0,00;0,00;2,76;4,30;38,91;0,22;5,73
2017;Recept/1000 invånare;Gävleborgs län;Män;65­69;272,88;16,36;12,11;50,93;5,80;4,76;0,00;0,00;3,73;5,07;51,66;1,35;7,14
2017;Recept/1000 invånare;Gävleborgs län;Män;70­74;367,32;28,05;19,13;59,03;8,26;4,02;0,00;0,00;4,46;6,85;78,05;0,87;16,96
2017;Recept/1000 invånare;Gävleborgs län;Män;75­79;432,11;34,33;28,96;57,05;12,14;5,20;0,00;0,17;7,28;3,64;99,36;0,35;26,18
2017;Recept/1000 invånare;Gävleborgs län;Män;80­84;545,36;33,95;41,28;67,90;14,39;7,06;0,00;0,00;10,59;4,89;109,99;0,81;35,04
2017;Recept/1000 invånare;Gävleborgs län;Män;85+;677,59;56,86;65,22;57,53;15,38;12,37;0,00;0,33;20,07;4,01;133,44;0,67;54,85
2017;Recept/1000 invånare;Gävleborgs län;Män;0­85+;212,59;12,66;7,84;57,11;5,67;2,69;0,00;0,06;2,36;5,50;28,66;0,28;6,06
2017;Recept/1000 invånare;Västernorrlands län;Män;0­4;294,23;26,50;0,00;195,00;10,99;2,11;0,00;0,00;5,42;12,05;0,90;0,00;0,75
2017;Recept/1000 invånare;Västernorrlands län;Män;5­9;186,12;6,84;0,57;128,40;6,84;2,42;0,00;1,00;0,43;6,84;0,57;0,00;0,57
2017;Recept/1000 invånare;Västernorrlands län;Män;10­14;113,25;3,41;0,57;66,87;1,71;1,42;0,00;0,00;0,00;6,26;0,85;0,00;0,57
2017;Recept/1000 invånare;Västernorrlands län;Män;15­19;187,04;4,25;1,32;67,14;2,49;1,91;0,59;0,29;0,00;6,60;4,40;0,00;1,03
2017;Recept/1000 invånare;Västernorrlands län;Män;20­24;146,86;2,94;0,80;46,86;1,47;1,07;0,00;0,13;0,27;5,34;8,14;0,13;1,74
2017;Recept/1000 invånare;Västernorrlands län;Män;25­29;138,96;3,76;1,50;49,87;2,88;1,00;0,00;0,00;0,50;7,02;8,39;0,00;0,88
2017;Recept/1000 invånare;Västernorrlands län;Män;30­34;134,23;3,91;1,01;54,45;2,61;2,03;0,00;0,00;0,29;3,62;10,14;0,00;1,01
2017;Recept/1000 invånare;Västernorrlands län;Män;35­39;145,89;4,07;1,89;61,67;3,35;1,60;0,00;0,00;0,15;4,07;12,07;0,00;0,44
2017;Recept/1000 invånare;Västernorrlands län;Män;40­44;154,83;4,29;1,88;52,95;5,36;1,47;0,00;0,00;0,40;3,49;14,08;0,00;3,75
2017;Recept/1000 invånare;Västernorrlands län;Män;45­49;150,67;5,58;2,06;45,37;2,79;1,09;0,00;0,12;1,94;1,70;19,41;0,00;2,67
2017;Recept/1000 invånare;Västernorrlands län;Män;50­54;178,75;9,25;3,32;49,34;2,97;1,30;0,00;0,00;2,25;3,91;22,06;0,00;3,68
2017;Recept/1000 invånare;Västernorrlands län;Män;55­59;196,09;9,00;4,57;49,45;3,78;1,44;0,00;0,65;2,48;2,74;24,40;0,00;5,74
2017;Recept/1000 invånare;Västernorrlands län;Män;60­64;245,06;17,28;6,09;57,81;4,60;2,36;0,00;0,00;4,48;4,85;34,69;0,12;7,09
2017;Recept/1000 invånare;Västernorrlands län;Män;65­69;294,44;22,11;12,38;59,37;6,01;2,28;0,00;0,24;6,49;3,36;47,83;0,36;12,98
2017;Recept/1000 invånare;Västernorrlands län;Män;70­74;337,78;21,45;17,90;55,34;8,38;3,43;0,00;0,00;11,42;2,41;61,56;0,00;19,17
2017;Recept/1000 invånare;Västernorrlands län;Män;75­79;453,91;31,25;32,03;70,31;8,79;7,03;0,00;0,39;27,73;3,71;79,10;0,00;26,76
2017;Recept/1000 invånare;Västernorrlands län;Män;80­84;542,29;41,39;47,09;68,69;7,50;6,00;0,00;0,00;23,40;2,10;107,08;0,00;43,19
2017;Recept/1000 invånare;Västernorrlands län;Män;85+;726,19;50,40;83,73;92,46;12,30;11,90;0,00;0,00;51,19;1,98;138,89;0,00;58,73
2017;Recept/1000 invånare;Västernorrlands län;Män;0­85+;225,58;12,33;7,87;68,30;4,82;2,33;0,03;0,16;5,12;4,66;26,17;0,04;7,43
2017;Recept/1000 invånare;Jämtlands län;Män;0­4;171,60;14,81;0,00;103,97;5,31;4,19;0,00;0,28;4,47;5,03;0,56;0,00;0,28
2017;Recept/1000 invånare;Jämtlands län;Män;5­9;115,38;4,24;0,53;75,60;1,59;2,65;0,00;0,00;1,06;3,71;0,27;0,00;0,80
2017;Recept/1000 invånare;Jämtlands län;Män;10­14;78,25;3,06;0,00;42,05;1,67;1,95;0,00;0,00;0,84;2,78;0,84;0,00;0,56
2017;Recept/1000 invånare;Jämtlands län;Män;15­19;137,77;1,17;0,58;48,74;2,04;1,17;0,00;0,00;0,00;8,46;3,21;0,00;1,17
2017;Recept/1000 invånare;Jämtlands län;Män;20­24;124,76;3,61;1,68;43,75;1,44;0,96;0,00;0,00;0,24;7,69;3,85;0,00;1,68
2017;Recept/1000 invånare;Jämtlands län;Män;25­29;114,19;3,43;1,60;43,25;1,60;0,46;0,00;0,23;0,69;4,35;8,24;0,00;1,60
2017;Recept/1000 invånare;Jämtlands län;Män;30­34;119,12;3,17;1,85;42,79;0,53;0,53;0,00;0,00;0,26;7,92;11,89;0,26;2,38
2017;Recept/1000 invånare;Jämtlands län;Män;35­39;125,25;1,97;1,13;41,65;1,13;1,97;0,00;0,00;0,84;9,29;9,29;0,00;0,28
2017;Recept/1000 invånare;Jämtlands län;Män;40­44;139,45;7,04;3,02;48,74;2,51;1,76;0,00;0,75;0,75;5,78;10,30;0,00;2,76
2017;Recept/1000 invånare;Jämtlands län;Män;45­49;131,24;2,47;0,74;40,04;3,21;3,71;0,00;0,00;0,99;6,18;16,31;0,00;2,47
2017;Recept/1000 invånare;Jämtlands län;Män;50­54;151,51;4,80;2,06;44,56;3,88;2,97;0,00;0,00;1,83;4,34;24,45;0,00;2,06
2017;Recept/1000 invånare;Jämtlands län;Män;55­59;182,82;6,01;4,51;48,84;3,76;4,01;0,00;0,00;2,50;5,26;30,05;0,00;3,76
2017;Recept/1000 invånare;Jämtlands län;Män;60­64;208,56;10,23;7,21;56,27;2,33;3,72;0,00;0,00;0,70;3,26;30,92;0,00;5,58
2017;Recept/1000 invånare;Jämtlands län;Män;65­69;266,20;19,39;11,18;58,39;5,47;6,61;0,00;0,00;3,19;3,42;50,87;0,00;10,49
2017;Recept/1000 invånare;Jämtlands län;Män;70­74;378,20;20,74;15,68;68,26;9,65;8,68;0,00;0,00;9,17;2,89;83,70;0,00;21,71
2017;Recept/1000 invånare;Jämtlands län;Män;75­79;475,49;39,22;20,42;67,81;3,27;15,93;0,00;0,00;20,83;2,04;111,11;0,00;28,59
2017;Recept/1000 invånare;Jämtlands län;Män;80­84;510,80;48,62;39,02;54,02;4,20;11,40;0,00;0,60;32,41;0,60;114,65;0,00;54,02
2017;Recept/1000 invånare;Jämtlands län;Män;85+;739,62;44,33;78,82;98,52;8,44;26,74;0,00;1,41;44,33;0,70;161,86;0,00;76,71
2017;Recept/1000 invånare;Jämtlands län;Män;0­85+;198,37;10,32;6,82;55,07;3,28;4,29;0,00;0,12;4,29;4,94;28,88;0,02;7,82
2017;Recept/1000 invånare;Västerbottens län;Män;0­4;222,89;20,58;0,00;140,58;7,20;3,47;0,00;0,26;5,66;6,95;1,80;0,00;2,57
2017;Recept/1000 invånare;Västerbottens län;Män;5­9;163,17;8,75;0,26;97,28;6,82;2,57;0,00;0,13;1,29;8,88;0,51;0,00;1,42
2017;Recept/1000 invånare;Västerbottens län;Män;10­14;98,35;4,15;0,41;51,32;2,63;1,52;0,00;0,00;0,14;7,19;2,21;0,00;0,41
2017;Recept/1000 invånare;Västerbottens län;Män;15­19;147,61;3,15;0,41;43,13;3,97;1,23;0,00;0,82;0,14;6,44;2,46;0,00;1,23
2017;Recept/1000 invånare;Västerbottens län;Män;20­24;111,60;3,95;0,87;32,31;1,83;2,41;0,00;0,00;0,68;3,67;8,01;0,00;0,77
2017;Recept/1000 invånare;Västerbottens län;Män;25­29;106,78;2,55;1,23;34,90;1,51;1,51;0,00;0,00;0,28;3,11;8,58;0,00;1,13
2017;Recept/1000 invånare;Västerbottens län;Män;30­34;125,76;4,62;2,08;42,00;2,42;1,62;0,00;0,00;0,92;2,77;10,04;0,00;1,38
2017;Recept/1000 invånare;Västerbottens län;Män;35­39;126,84;4,11;1,87;43,23;2,74;1,74;0,00;0,87;0,50;6,60;9,97;0,00;2,12
2017;Recept/1000 invånare;Västerbottens län;Män;40­44;135,15;6,22;2,32;42,08;1,95;1,34;0,00;0,24;0,85;4,27;17,32;0,00;2,07
2017;Recept/1000 invånare;Västerbottens län;Män;45­49;148,97;6,87;1,96;38,25;2,70;1,72;0,00;0,00;0,86;3,56;15,57;0,00;2,70
2017;Recept/1000 invånare;Västerbottens län;Män;50­54;163,56;6,30;2,62;40,29;4,40;3,92;0,00;0,00;1,07;1,78;22,47;0,12;3,68
2017;Recept/1000 invånare;Västerbottens län;Män;55­59;186,77;9,09;5,94;38,26;4,92;4,42;0,00;0,76;2,40;3,66;28,29;0,13;5,05
2017;Recept/1000 invånare;Västerbottens län;Män;60­64;238,67;15,03;8,94;43,96;4,10;4,97;0,00;0,62;3,48;6,21;36,51;0,00;6,83
2017;Recept/1000 invånare;Västerbottens län;Män;65­69;276,22;21,71;9,39;43,41;4,51;5,12;0,00;0,24;2,20;7,44;55,00;0,00;15,12
2017;Recept/1000 invånare;Västerbottens län;Män;70­74;368,13;31,90;18,78;52,06;8,15;7,18;0,00;0,14;7,73;8,01;73,18;0,14;16,02
2017;Recept/1000 invånare;Västerbottens län;Män;75­79;416,74;34,83;28,25;46,94;3,19;6,58;0,00;0,00;14,87;11,89;86,45;0,00;26,76
2017;Recept/1000 invånare;Västerbottens län;Män;80­84;473,57;46,33;45,09;55,66;4,04;6,53;0,00;1,55;15,86;6,53;88,31;0,00;32,65
2017;Recept/1000 invånare;Västerbottens län;Män;85+;640,37;60,47;71,69;71,29;5,21;11,21;0,80;0,00;20,82;5,61;138,57;0,00;53,26
2017;Recept/1000 invånare;Västerbottens län;Män;0­85+;195,79;12,27;6,77;51,47;3,86;3,30;0,01;0,28;2,94;5,49;25,21;0,02;6,41
2017;Recept/1000 invånare;Norrbottens län;Män;0­4;254,21;21,16;0,15;154,13;13,28;3,09;0,00;0,15;2,78;12,97;0,15;0,00;2,32
2017;Recept/1000 invånare;Norrbottens län;Män;5­9;189,78;7,35;0,30;117,82;3,90;3,00;0,00;0,30;0,30;8,69;0,30;0,00;0,45
2017;Recept/1000 invånare;Norrbottens län;Män;10­14;130,08;5,03;0,91;69,31;4,11;2,59;0,00;0,15;0,00;10,51;0,46;0,00;0,76
2017;Recept/1000 invånare;Norrbottens län;Män;15­19;191,40;3,50;0,84;59,09;7,28;2,24;0,00;0,42;0,42;8,54;4,90;0,00;0,70
2017;Recept/1000 invånare;Norrbottens län;Män;20­24;132,24;2,83;1,09;49,49;2,73;0,76;0,00;0,55;0,22;4,14;5,23;0,00;0,87
2017;Recept/1000 invånare;Norrbottens län;Män;25­29;136,35;2,95;1,53;48,70;3,50;0,88;0,00;0,11;0,33;4,71;5,03;0,00;0,11
2017;Recept/1000 invånare;Norrbottens län;Män;30­34;146,01;2,34;0,55;55,10;4,41;3,03;0,00;0,41;0,14;2,89;9,78;0,00;0,83
2017;Recept/1000 invånare;Norrbottens län;Män;35­39;146,76;4,47;0,75;51,75;5,07;1,94;0,00;0,00;0,15;4,18;13,42;0,15;1,19
2017;Recept/1000 invånare;Norrbottens län;Män;40­44;148,30;4,22;2,45;53,38;4,63;2,04;0,00;0,00;0,27;3,68;12,53;0,14;2,32
2017;Recept/1000 invånare;Norrbottens län;Män;45­49;162,88;5,41;1,20;47,52;8,30;1,92;0,00;0,00;1,08;4,45;15,52;0,00;1,80
2017;Recept/1000 invånare;Norrbottens län;Män;50­54;186,16;7,03;3,29;44,81;6,69;3,06;0,00;0,00;0,34;4,08;18,49;0,23;4,31
2017;Recept/1000 invånare;Norrbottens län;Män;55­59;206,70;9,69;3,47;45,45;9,09;1,32;0,00;0,00;1,56;5,14;25,24;0,24;2,63
2017;Recept/1000 invånare;Norrbottens län;Män;60­64;243,64;14,73;6,84;44,67;9,90;2,59;0,00;0,00;2,00;4,01;32,30;0,00;7,43
2017;Recept/1000 invånare;Norrbottens län;Män;65­69;289,50;16,80;9,27;48,31;13,32;2,55;0,00;0,00;5,21;4,17;47,85;0,12;6,84
2017;Recept/1000 invånare;Norrbottens län;Män;70­74;362,81;24,80;15,58;57,01;14,41;3,38;0,00;0,13;5,19;4,29;64,80;0,00;12,08
